path,risk_target
dataset/test/labels/frame101830_jpg.rf.4aeca21b3f3727977f9aee9b9f92333b.txt,0
dataset/test/labels/frame102110_jpg.rf.dba8f5a2a5faccf4b7d1267e8082fe34.txt,0
dataset/test/labels/frame103470_jpg.rf.a5032be1d08c8f7e1ed2f100318b0c99.txt,0
dataset/test/labels/frame103730_jpg.rf.c6f45fc8dbb395e2cdbb78860bff873a.txt,0
dataset/test/labels/frame105510_jpg.rf.8597d6a3031d31ab47e0660a07c9b36b.txt,0
dataset/test/labels/frame105730_jpg.rf.747903808f31fb4fcb0c1feb50eb25a9.txt,0
dataset/test/labels/frame106240_jpg.rf.f53a223c274a55f8b7b7c0ecbb074865.txt,0
dataset/test/labels/frame106280_jpg.rf.6150c07b8bd7e7ada414604da6f2b46c.txt,0
dataset/test/labels/frame107040_jpg.rf.1ba6ef0152f3df3cdd0be009236b9b9c.txt,0
dataset/test/labels/frame107400_jpg.rf.4dd95d486360aa6d0f1520fa6a164cdf.txt,0
dataset/test/labels/frame107980_jpg.rf.5489801148bb07b6402adc6d9e3ecdec.txt,0
dataset/test/labels/frame108050_jpg.rf.bf333631ebbb1953e3abae4e3887328f.txt,0
dataset/test/labels/frame108370_jpg.rf.5812ea3900d56606cc491369f6bcc405.txt,0
dataset/test/labels/frame110120_jpg.rf.2cdbf4c41b7adfe566125f4c27c30d66.txt,0
dataset/test/labels/frame110210_jpg.rf.57c1271384e07bbc3476542dab527988.txt,0
dataset/test/labels/frame110560_jpg.rf.cf9cab9df4c15a8e74031db382d8303e.txt,0
dataset/test/labels/frame110590_jpg.rf.d1212b6be9b3bda5edbfa28396ac071e.txt,0
dataset/test/labels/frame11090_jpg.rf.ceb3a528a8b2765c495fe803e1283436.txt,0
dataset/test/labels/frame110930_jpg.rf.7a49cb7f0c28e8a1dd293ddcc46021d6.txt,0
dataset/test/labels/frame11100_jpg.rf.8c7ed48fb5e252b8a65fc5b809326c19.txt,0
dataset/test/labels/frame111860_jpg.rf.489fcd2f1a169cb341b0cfc1e402905a.txt,0
dataset/test/labels/frame112410_jpg.rf.4cd601af26129d42726aed7260aa5c8f.txt,0
dataset/test/labels/frame112980_jpg.rf.37fbc774e57b0acff0c2fa0175c8a83b.txt,0
dataset/test/labels/frame113380_jpg.rf.e02560621c569bf94260eccc8ef71280.txt,0
dataset/test/labels/frame114070_jpg.rf.0975a1d2529d1a097c9ed8defe1bfd5d.txt,0
dataset/test/labels/frame115030_jpg.rf.e6eee5c86fe8609b8600b12567d08eb0.txt,0
dataset/test/labels/frame115040_jpg.rf.9ca7c50f43a48a27e87950bff10f3536.txt,0
dataset/test/labels/frame116550_jpg.rf.da033f4e17524898c4077c07ec03c8d0.txt,0
dataset/test/labels/frame117440_jpg.rf.44248721b046504d0b3629e5cd629be9.txt,0
dataset/test/labels/frame117550_jpg.rf.32914445dd7376dd54530cfe4b4458ca.txt,0
dataset/test/labels/frame118340_jpg.rf.120035fa27509e926f1463a3870dceba.txt,0
dataset/test/labels/frame118600_jpg.rf.67dae0c5e7cfd828b6a69ad57d7dadb3.txt,0
dataset/test/labels/frame119180_jpg.rf.deebeb7973d240467a9e4e1097e7d0ff.txt,0
dataset/test/labels/frame12000_jpg.rf.e26dac30ea61f9919b1afb61e76db84a.txt,0
dataset/test/labels/frame120340_jpg.rf.bb3ffcf1fa3806f21309816e67f3b123.txt,0
dataset/test/labels/frame120690_jpg.rf.239c45c2cc6be0fdf73f7efa93cc8e58.txt,0
dataset/test/labels/frame121220_jpg.rf.b423112ce9be55c2500f3afe9e733571.txt,0
dataset/test/labels/frame122650_jpg.rf.4be8ccd0612cd2a46e23ee0e1ef8bfa9.txt,0
dataset/test/labels/frame122860_jpg.rf.f126b9f4ca2c69a8e4a9c86e8f2f9936.txt,0
dataset/test/labels/frame123500_jpg.rf.795a7932080e7c4d743c07b6def5cc8c.txt,0
dataset/test/labels/frame123950_jpg.rf.379ce21fb5931794e88c3ae784e28f35.txt,0
dataset/test/labels/frame123960_jpg.rf.c157e049136c85f066b3aa38de6c3e86.txt,0
dataset/test/labels/frame1240_jpg.rf.dbb68bcf6f062281b90ca66c555c636b.txt,0
dataset/test/labels/frame124270_jpg.rf.f925051ec48305c42b96dbcfb41f1c6c.txt,0
dataset/test/labels/frame125490_jpg.rf.ff68f429cbc8cc75024b65b806494736.txt,0
dataset/test/labels/frame12550_jpg.rf.92aff8e1642bcf1fe175080932c6ea98.txt,0
dataset/test/labels/frame125580_jpg.rf.20dc9eeaf9367a552c04a9d1b6331a04.txt,0
dataset/test/labels/frame126270_jpg.rf.87ed2ec6ccd46e95e8f731cfd5a20ed4.txt,0
dataset/test/labels/frame126540_jpg.rf.fc970cb9362920c0c8ab7b8085054704.txt,0
dataset/test/labels/frame126570_jpg.rf.ac6937a5b5e74d6cb2177589fb566c7d.txt,0
dataset/test/labels/frame127130_jpg.rf.976b40580f605bf68dc83045e39b4551.txt,0
dataset/test/labels/frame127610_jpg.rf.2fc5cbb58b9ad58da2a9aaa9ec93d7f5.txt,0
dataset/test/labels/frame128110_jpg.rf.15e551ad359df6b7a738fb09b86d91fb.txt,0
dataset/test/labels/frame128480_jpg.rf.cd6ebd927ab08cd4db97ae9027a6e050.txt,0
dataset/test/labels/frame1290_jpg.rf.250fc336aaee6e8efb9d39d07990f1ad.txt,0
