incident_id,repository,variant,status,available,unavailable_reason,candidate_recall_at_5,candidate_recall_at_10,candidate_recall_at_20,reciprocal_rank,file_hit_at_3,symbol_hit_at_3,contract_correct,gold_contracts,predicted_contract,joint_hit_at_3,coverage,false_localization,candidate_count,context_lines,search_space_reduction,runtime_ms,evidence_request_count,route,top_k_signature,trajectory,evidence_requests
bugsinpy-fastapi-13,tiangolo/fastapi,R0,DIAGNOSIS_CANDIDATES,True,,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.0,"[""CONFIGURATION""]",UNKNOWN_CONTRACT,0.0,1.0,0.0,20,20,0.976905311778291,0.0,0,DATAFLOW_ASSERTION,"[""class:fastapi/applications.py::FastAPI"",""class:fastapi/routing.py::APIRoute"",""class:fastapi/routing.py::APIRouter"",""class:fastapi/openapi/models.py::Components"",""function:fastapi/openapi/utils.py::get_openapi_path"",""function:fastapi/routing.py::APIRoute.__init__"",""function:fastapi/routing.py::APIRouter.add_api_route"",""function:fastapi/routing.py::APIRouter.include_router"",""function:fastapi/applications.py::FastAPI.__init__"",""function:fastapi/applications.py::FastAPI.include_router""]",[],[]
bugsinpy-fastapi-13,tiangolo/fastapi,R1,DIAGNOSIS_CANDIDATES,True,,0.0,1.0,1.0,0.14285714285714285,0.0,0.0,0.0,"[""CONFIGURATION""]",UNKNOWN_CONTRACT,0.0,1.0,0.0,20,20,0.976905311778291,0.0,0,DATAFLOW_ASSERTION,"[""file:tests/test_additional_responses_router.py"",""class:fastapi/openapi/models.py::APIKey"",""function:fastapi/routing.py::APIRouter.get"",""function:fastapi/applications.py::FastAPI.include_router"",""function:fastapi/applications.py::FastAPI.__init__"",""function:fastapi/routing.py::APIRouter.add_api_route"",""function:fastapi/routing.py::APIRouter.include_router"",""function:fastapi/routing.py::APIRoute.__init__"",""function:fastapi/dependencies/utils.py::get_dependant"",""function:fastapi/dependencies/utils.py::get_body_field""]",[],[]
bugsinpy-fastapi-13,tiangolo/fastapi,R3,DIAGNOSIS_CANDIDATES,True,,0.0,1.0,1.0,0.125,0.0,0.0,0.0,"[""CONFIGURATION""]",UNKNOWN_CONTRACT,0.0,1.0,0.0,20,20,0.976905311778291,0.0,0,DATAFLOW_ASSERTION,"[""file:tests/test_additional_responses_router.py"",""function:fastapi/routing.py::APIRouter.get"",""function:fastapi/routing.py::APIRouter.api_route.decorator"",""function:fastapi/applications.py::FastAPI.__init__"",""function:fastapi/applications.py::FastAPI.include_router"",""function:fastapi/routing.py::APIRouter.add_api_route"",""function:fastapi/routing.py::APIRouter.api_route"",""function:fastapi/routing.py::APIRouter.include_router"",""function:fastapi/routing.py::APIRoute.__init__"",""function:fastapi/applications.py::FastAPI.setup""]",[],[]
bugsinpy-fastapi-13,tiangolo/fastapi,R5,DIAGNOSIS_CANDIDATES,True,,0.0,1.0,1.0,0.125,0.0,0.0,0.0,"[""CONFIGURATION""]",UNKNOWN_CONTRACT,0.0,1.0,0.0,20,20,0.976905311778291,0.0,0,DATAFLOW_ASSERTION,"[""file:tests/test_additional_responses_router.py"",""function:fastapi/routing.py::APIRouter.get"",""function:fastapi/routing.py::APIRouter.api_route.decorator"",""function:fastapi/applications.py::FastAPI.__init__"",""function:fastapi/applications.py::FastAPI.include_router"",""function:fastapi/routing.py::APIRouter.add_api_route"",""function:fastapi/routing.py::APIRouter.api_route"",""function:fastapi/routing.py::APIRouter.include_router"",""function:fastapi/routing.py::APIRoute.__init__"",""function:fastapi/applications.py::FastAPI.setup""]",[],[]
bugsinpy-fastapi-13,tiangolo/fastapi,R6,DIAGNOSIS_CANDIDATES,True,,0.0,1.0,1.0,0.125,0.0,0.0,0.0,"[""CONFIGURATION""]",UNKNOWN_CONTRACT,0.0,1.0,0.0,20,20,0.976905311778291,0.0,1,DATAFLOW_ASSERTION,"[""file:tests/test_additional_responses_router.py"",""function:fastapi/routing.py::APIRouter.get"",""function:fastapi/routing.py::APIRouter.api_route.decorator"",""function:fastapi/applications.py::FastAPI.__init__"",""function:fastapi/applications.py::FastAPI.include_router"",""function:fastapi/routing.py::APIRouter.add_api_route"",""function:fastapi/routing.py::APIRouter.api_route"",""function:fastapi/routing.py::APIRouter.include_router"",""function:fastapi/routing.py::APIRoute.__init__"",""function:fastapi/applications.py::FastAPI.setup""]",[],"[{""command"": [""python"", ""-m"", ""pytest"", ""tests/test_additional_responses_router.py::test_openapi_schema"", ""-x"", ""-vv"", ""--showlocals""], ""distinguished_hypotheses"": [""file:tests/test_additional_responses_router.py"", ""function:fastapi/routing.py::APIRouter.get"", ""function:fastapi/routing.py::APIRouter.api_route.decorator""], ""estimated_cost"": 1.0, ""expected_observation"": ""runtime types and values at the top candidate frames"", ""safety_level"": ""READ_ONLY_TEST_EXECUTION"", ""timeout_seconds"": 300, ""utility"": 3.149459135950636}]"
bugsinpy-tornado-16,tornadoweb/tornado,R0,DIAGNOSIS_CANDIDATES,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[""CONFIGURATION""]",UNKNOWN_CONTRACT,0.0,1.0,0.0,20,20,0.9935296020705273,0.0,0,EXECUTED_SLICE_GRAPH,"[""class:tornado/ioloop.py::PollIOLoop"",""file:tornado/__init__.py"",""class:tornado/concurrent.py::DummyExecutor"",""class:tornado/concurrent.py::Future"",""function:tornado/concurrent.py::Future.__init__"",""function:tornado/concurrent.py::Future._clear_tb_log"",""function:tornado/concurrent.py::Future._set_done"",""function:tornado/concurrent.py::Future.add_done_callback"",""function:tornado/concurrent.py::Future.done"",""function:tornado/concurrent.py::Future.result""]",[],[]
bugsinpy-tornado-16,tornadoweb/tornado,R1,DIAGNOSIS_CANDIDATES,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[""CONFIGURATION""]",UNKNOWN_CONTRACT,0.0,1.0,0.0,20,20,0.9935296020705273,0.0,0,EXECUTED_SLICE_GRAPH,"[""function:tornado/ioloop.py::IOLoop.run_sync"",""function:tornado/concurrent.py::Future.result"",""function:tornado/gen.py::Runner.run"",""function:tornado/concurrent.py::Future.set_exc_info"",""function:tornado/ioloop.py::IOLoop.start"",""function:tornado/ioloop.py::IOLoop.current"",""function:tornado/concurrent.py::Future.add_done_callback"",""function:tornado/stack_context.py::wrap.wrapped"",""function:tornado/gen.py::Runner.handle_yield"",""class:tornado/gen.py::BadYieldError""]",[],[]
bugsinpy-tornado-16,tornadoweb/tornado,R3,DIAGNOSIS_CANDIDATES,True,,0.0,0.0,1.0,0.08333333333333333,0.0,0.0,0.0,"[""CONFIGURATION""]",UNKNOWN_CONTRACT,0.0,1.0,0.0,20,20,0.9935296020705273,0.0,0,EXECUTED_SLICE_GRAPH,"[""function:tornado/ioloop.py::IOLoop.run_sync"",""function:tornado/concurrent.py::Future.result"",""function:tornado/gen.py::Runner.run"",""function:tornado/testing.py::_TestMethodWrapper.__call__"",""function:tornado/testing.py::gen_test.wrap.post_coroutine"",""function:tornado/concurrent.py::Future.set_exc_info"",""function:tornado/ioloop.py::IOLoop.start"",""function:tornado/concurrent.py::Future._clear_tb_log"",""function:tornado/concurrent.py::Future.done"",""function:tornado/gen.py::Callback.__init__""]",[],[]
bugsinpy-tornado-16,tornadoweb/tornado,R5,DIAGNOSIS_CANDIDATES,True,,0.0,0.0,1.0,0.08333333333333333,0.0,0.0,0.0,"[""CONFIGURATION""]",UNKNOWN_CONTRACT,0.0,1.0,0.0,20,20,0.9935296020705273,0.0,0,EXECUTED_SLICE_GRAPH,"[""function:tornado/ioloop.py::IOLoop.run_sync"",""function:tornado/concurrent.py::Future.result"",""function:tornado/gen.py::Runner.run"",""function:tornado/testing.py::_TestMethodWrapper.__call__"",""function:tornado/testing.py::gen_test.wrap.post_coroutine"",""function:tornado/concurrent.py::Future.set_exc_info"",""function:tornado/ioloop.py::IOLoop.start"",""function:tornado/concurrent.py::Future._clear_tb_log"",""function:tornado/concurrent.py::Future.done"",""function:tornado/gen.py::Callback.__init__""]",[],[]
bugsinpy-tornado-16,tornadoweb/tornado,R6,DIAGNOSIS_CANDIDATES,True,,0.0,0.0,1.0,0.08333333333333333,0.0,0.0,0.0,"[""CONFIGURATION""]",UNKNOWN_CONTRACT,0.0,1.0,0.0,20,20,0.9935296020705273,0.0,1,EXECUTED_SLICE_GRAPH,"[""function:tornado/ioloop.py::IOLoop.run_sync"",""function:tornado/concurrent.py::Future.result"",""function:tornado/gen.py::Runner.run"",""function:tornado/testing.py::_TestMethodWrapper.__call__"",""function:tornado/testing.py::gen_test.wrap.post_coroutine"",""function:tornado/concurrent.py::Future.set_exc_info"",""function:tornado/ioloop.py::IOLoop.start"",""function:tornado/concurrent.py::Future._clear_tb_log"",""function:tornado/concurrent.py::Future.done"",""function:tornado/gen.py::Callback.__init__""]",[],"[{""command"": [""python"", ""-m"", ""pytest"", ""tornado/test/gen_test.py"", ""-x"", ""-vv"", ""--showlocals""], ""distinguished_hypotheses"": [""function:tornado/ioloop.py::IOLoop.run_sync"", ""function:tornado/concurrent.py::Future.result"", ""function:tornado/gen.py::Runner.run""], ""estimated_cost"": 1.0, ""expected_observation"": ""runtime types and values at the top candidate frames"", ""safety_level"": ""READ_ONLY_TEST_EXECUTION"", ""timeout_seconds"": 300, ""utility"": 3.2958306912928452}]"
