incident_id,repository,buggy_revision,split,runtime_evidence_status,method,graph_sha256,status,candidate_count,top_k_candidates,selected_cut,equivalent_cuts,coverage,joint_file_symbol_contract_hit_at_1,joint_file_symbol_contract_hit_at_3,mean_reciprocal_rank,contract_accuracy,abstained,false_localization,gold_atom_count,gold_changed_files,gold_scorer_version,limitations
astropy__astropy-14365,astropy/astropy,7269fa3e33e8d02485a647da91a5a2a60a06af61,held_out,BUG_REPRODUCED_WITH_TRACE,B_GREEDY,c60ca652b8e00230b0049e7eb05dabcf389e23d11ab665dc851d833291390682,DIAGNOSED,3,"[{""confidence"": 0.6558595704325705, ""contract"": ""ARTIFACT_PROVENANCE"", ""covered_obligations"": [""failing_test:0:astropy/io/ascii/tests/test_qdp.py::test_roundtrip[True]""], ""estimated_cost"": 4.663561646129646, ""evidence_refs"": [""evidence:call:540e0ca2b5b5a8ba"", ""evidence:import:b4be02ff83f62042"", ""evidence:source:07e03cd47ce8c3f6""], ""file_path"": ""astropy/utils/data.py"", ""node_id"": ""function:astropy/utils/data.py::get_readable_fileobj"", ""repository"": ""astropy/astropy"", ""score"": 8.533643835387036, ""side_effect_risk"": 1.9000000000000001, ""symbol"": ""get_readable_fileobj""}, {""confidence"": 0.6242516570139971, ""contract"": ""SERIALIZATION"", ""covered_obligations"": [""failing_test:0:astropy/io/ascii/tests/test_qdp.py::test_roundtrip[True]""], ""estimated_cost"": 1.6931471805599454, ""evidence_refs"": [""evidence:reads:3fa078c81fb4ba02""], ""file_path"": ""astropy/__init__.py"", ""node_id"": ""serialized_artifact:astropy/__init__.py::(Path(__file__).parent / 'CITATION').read_text"", ""repository"": ""astropy/astropy"", ""score"": 7.830685281944006, ""side_effect_risk"": 0.05, ""symbol"": ""(Path(__file__).parent / 'CITATION').read_text""}, {""confidence"": 0.6242516570139971, ""contract"": ""SERIALIZATION"", ""covered_obligations"": [""failing_test:0:astropy/io/ascii/tests/test_qdp.py::test_roundtrip[True]""], ""estimated_cost"": 1.6931471805599454, ""evidence_refs"": [""evidence:reads:5135610ded28ebe0""], ""file_path"": ""astropy/utils/data.py"", ""node_id"": ""serialized_artifact:astropy/utils/data.py::4"", ""repository"": ""astropy/astropy"", ""score"": 7.830685281944006, ""side_effect_risk"": 0.05, ""symbol"": ""4""}]","[""function:astropy/utils/data.py::get_readable_fileobj""]","[[""function:astropy/utils/data.py::get_readable_fileobj""]]",1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,"[""astropy/io/ascii/qdp.py""]",independent-ast-diff-gold-v2,[]
astropy__astropy-14365,astropy/astropy,7269fa3e33e8d02485a647da91a5a2a60a06af61,held_out,BUG_REPRODUCED_WITH_TRACE,O_ROUTE,c60ca652b8e00230b0049e7eb05dabcf389e23d11ab665dc851d833291390682,INSUFFICIENT_EVIDENCE,3,"[{""confidence"": 0.6558595704325705, ""contract"": ""ARTIFACT_PROVENANCE"", ""covered_obligations"": [""failing_test:0:astropy/io/ascii/tests/test_qdp.py::test_roundtrip[True]""], ""estimated_cost"": 4.663561646129646, ""evidence_refs"": [""evidence:call:540e0ca2b5b5a8ba"", ""evidence:import:b4be02ff83f62042"", ""evidence:source:07e03cd47ce8c3f6""], ""file_path"": ""astropy/utils/data.py"", ""node_id"": ""function:astropy/utils/data.py::get_readable_fileobj"", ""repository"": ""astropy/astropy"", ""score"": 8.533643835387036, ""side_effect_risk"": 1.9000000000000001, ""symbol"": ""get_readable_fileobj""}, {""confidence"": 0.6242516570139971, ""contract"": ""SERIALIZATION"", ""covered_obligations"": [""failing_test:0:astropy/io/ascii/tests/test_qdp.py::test_roundtrip[True]""], ""estimated_cost"": 1.6931471805599454, ""evidence_refs"": [""evidence:reads:3fa078c81fb4ba02""], ""file_path"": ""astropy/__init__.py"", ""node_id"": ""serialized_artifact:astropy/__init__.py::(Path(__file__).parent / 'CITATION').read_text"", ""repository"": ""astropy/astropy"", ""score"": 7.830685281944006, ""side_effect_risk"": 0.05, ""symbol"": ""(Path(__file__).parent / 'CITATION').read_text""}, {""confidence"": 0.6242516570139971, ""contract"": ""SERIALIZATION"", ""covered_obligations"": [""failing_test:0:astropy/io/ascii/tests/test_qdp.py::test_roundtrip[True]""], ""estimated_cost"": 1.6931471805599454, ""evidence_refs"": [""evidence:reads:5135610ded28ebe0""], ""file_path"": ""astropy/utils/data.py"", ""node_id"": ""serialized_artifact:astropy/utils/data.py::4"", ""repository"": ""astropy/astropy"", ""score"": 7.830685281944006, ""side_effect_risk"": 0.05, ""symbol"": ""4""}]",[],[],0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,"[""astropy/io/ascii/qdp.py""]",independent-ast-diff-gold-v2,"[""contract_family_not_supported_by_evidence""]"
astropy__astropy-14995,astropy/astropy,b16c7d12ccbc7b2d20364b89fb44285bcbfede54,held_out,BUG_REPRODUCED_WITH_TRACE,B_GREEDY,d1c197ee3c3b1da1f574e31b839c9b23ba6e2e7423aa8defc484b0a207d77360,INSUFFICIENT_EVIDENCE,0,[],[],[],0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,"[""astropy/nddata/mixins/ndarithmetic.py""]",independent-ast-diff-gold-v2,"[""calibrated_abstention""]"
astropy__astropy-14995,astropy/astropy,b16c7d12ccbc7b2d20364b89fb44285bcbfede54,held_out,BUG_REPRODUCED_WITH_TRACE,O_ROUTE,d1c197ee3c3b1da1f574e31b839c9b23ba6e2e7423aa8defc484b0a207d77360,INSUFFICIENT_EVIDENCE,0,[],[],[],0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,"[""astropy/nddata/mixins/ndarithmetic.py""]",independent-ast-diff-gold-v2,"[""no_structural_candidate""]"
django__django-11848,django/django,f0adf3b9b7a19cdee05368ff0c0c2d087f011180,held_out,BUG_REPRODUCED_WITH_TRACE,B_GREEDY,7149242f1e5ed02934fee97c3a5c379460600ed8c4f6860a0314c20b0d019a5f,DIAGNOSED,3,"[{""confidence"": 0.6645834296573052, ""contract"": ""SERIALIZATION"", ""covered_obligations"": [""failing_test:0:test_parsing_rfc850 (utils_tests.test_http.HttpDateProcessingTests)"", ""failing_test:1:test_parsing_year_less_than_70 (utils_tests.test_http.HttpDateProcessingTests)""], ""estimated_cost"": 2.6094379124341005, ""evidence_refs"": [""evidence:import:7a84ed4f8301ca5a"", ""evidence:source:abc9584756444db0""], ""file_path"": ""django/utils/http.py"", ""node_id"": ""function:django/utils/http.py::urlsafe_base64_decode"", ""repository"": ""django/django"", ""score"": 8.73905620875659, ""side_effect_risk"": 0.2, ""symbol"": ""urlsafe_base64_decode""}, {""confidence"": 0.663818137039168, ""contract"": ""DATA_CONTRACT"", ""covered_obligations"": [""failing_test:0:test_parsing_rfc850 (utils_tests.test_http.HttpDateProcessingTests)"", ""failing_test:1:test_parsing_year_less_than_70 (utils_tests.test_http.HttpDateProcessingTests)""], ""estimated_cost"": 2.791759469228055, ""evidence_refs"": [""evidence:import:db047c212b640408"", ""evidence:source:95d16586714d8878""], ""file_path"": ""django/db/models/fields/proxy.py"", ""node_id"": ""class:django/db/models/fields/proxy.py::OrderWrt"", ""repository"": ""django/django"", ""score"": 8.720824053077195, ""side_effect_risk"": 0.25, ""symbol"": ""OrderWrt""}, {""confidence"": 0.663818137039168, ""contract"": ""SERIALIZATION"", ""covered_obligations"": [""failing_test:0:test_parsing_rfc850 (utils_tests.test_http.HttpDateProcessingTests)"", ""failing_test:1:test_parsing_year_less_than_70 (utils_tests.test_http.HttpDateProcessingTests)""], ""estimated_cost"": 2.791759469228055, ""evidence_refs"": [""evidence:import:8760cd160a0ad4e2"", ""evidence:source:7ce23c8cd833f3d6""], ""file_path"": ""django/utils/encoding.py"", ""node_id"": ""function:django/utils/encoding.py::repercent_broken_unicode"", ""repository"": ""django/django"", ""score"": 8.720824053077195, ""side_effect_risk"": 0.25, ""symbol"": ""repercent_broken_unicode""}]","[""function:django/utils/http.py::urlsafe_base64_decode""]","[[""function:django/utils/http.py::urlsafe_base64_decode""]]",1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,"[""django/utils/http.py""]",independent-ast-diff-gold-v2,[]
django__django-11848,django/django,f0adf3b9b7a19cdee05368ff0c0c2d087f011180,held_out,BUG_REPRODUCED_WITH_TRACE,O_ROUTE,7149242f1e5ed02934fee97c3a5c379460600ed8c4f6860a0314c20b0d019a5f,DIAGNOSED,3,"[{""confidence"": 0.6645834296573052, ""contract"": ""SERIALIZATION"", ""covered_obligations"": [""failing_test:0:test_parsing_rfc850 (utils_tests.test_http.HttpDateProcessingTests)"", ""failing_test:1:test_parsing_year_less_than_70 (utils_tests.test_http.HttpDateProcessingTests)""], ""estimated_cost"": 2.6094379124341005, ""evidence_refs"": [""evidence:import:7a84ed4f8301ca5a"", ""evidence:source:abc9584756444db0""], ""file_path"": ""django/utils/http.py"", ""node_id"": ""function:django/utils/http.py::urlsafe_base64_decode"", ""repository"": ""django/django"", ""score"": 8.73905620875659, ""side_effect_risk"": 0.2, ""symbol"": ""urlsafe_base64_decode""}, {""confidence"": 0.663818137039168, ""contract"": ""DATA_CONTRACT"", ""covered_obligations"": [""failing_test:0:test_parsing_rfc850 (utils_tests.test_http.HttpDateProcessingTests)"", ""failing_test:1:test_parsing_year_less_than_70 (utils_tests.test_http.HttpDateProcessingTests)""], ""estimated_cost"": 2.791759469228055, ""evidence_refs"": [""evidence:import:db047c212b640408"", ""evidence:source:95d16586714d8878""], ""file_path"": ""django/db/models/fields/proxy.py"", ""node_id"": ""class:django/db/models/fields/proxy.py::OrderWrt"", ""repository"": ""django/django"", ""score"": 8.720824053077195, ""side_effect_risk"": 0.25, ""symbol"": ""OrderWrt""}, {""confidence"": 0.663818137039168, ""contract"": ""SERIALIZATION"", ""covered_obligations"": [""failing_test:0:test_parsing_rfc850 (utils_tests.test_http.HttpDateProcessingTests)"", ""failing_test:1:test_parsing_year_less_than_70 (utils_tests.test_http.HttpDateProcessingTests)""], ""estimated_cost"": 2.791759469228055, ""evidence_refs"": [""evidence:import:8760cd160a0ad4e2"", ""evidence:source:7ce23c8cd833f3d6""], ""file_path"": ""django/utils/encoding.py"", ""node_id"": ""function:django/utils/encoding.py::repercent_broken_unicode"", ""repository"": ""django/django"", ""score"": 8.720824053077195, ""side_effect_risk"": 0.25, ""symbol"": ""repercent_broken_unicode""}]","[""class:django/core/handlers/base.py::BaseHandler""]","[[""class:django/core/handlers/base.py::BaseHandler""], [""class:django/db/__init__.py::DefaultConnectionProxy""], [""class:django/db/utils.py::InternalError""], [""class:django/forms/widgets.py::URLInput""], [""class:django/template/context.py::ContextPopException""], [""class:django/utils/translation/__init__.py::Trans""], [""file:django/apps/__init__.py""], [""file:django/core/__init__.py""], [""file:django/core/signals.py""], [""file:django/db/models/constants.py""], [""file:django/template/__init__.py""], [""file:django/urls/__init__.py""], [""file:django/utils/__init__.py""], [""function:django/test/utils.py::compare_xml.attrs_dict""], [""function:django/test/utils.py::compare_xml.children""], [""function:django/test/utils.py::compare_xml.first_node""], [""function:django/test/utils.py::compare_xml.norm_child_text""], [""function:django/utils/html.py::_strip_once""], [""function:django/utils/http.py::_url_has_allowed_host_and_scheme""], [""function:django/utils/http.py::_urlparse""], [""function:django/utils/http.py::_urlsplit""], [""function:django/utils/safestring.py::_safety_decorator""]]",1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,"[""django/utils/http.py""]",independent-ast-diff-gold-v2,[]
django__django-16229,django/django,04b15022e8d1f49af69d8a1e6cd678f31f1280ff,held_out,BUG_REPRODUCED_WITH_TRACE,B_GREEDY,0d6b079c6a42e67e72d509877acb5480bceed1416e8e82a4b64f3458ab0bd986,DIAGNOSED,3,"[{""confidence"": 0.6599454974108965, ""contract"": ""SERIALIZATION"", ""covered_obligations"": [""failing_test:0:test_callable_default_hidden_widget_value_not_overridden (forms_tests.tests.tests.ModelFormCallableModelDefault)""], ""estimated_cost"": 3.70805020110221, ""evidence_refs"": [""evidence:import:33855a722136709c"", ""evidence:import:c23de75ee793b984"", ""evidence:import:e165b8b84a7da832"", ""evidence:source:130164934d8199f0""], ""file_path"": ""django/contrib/admin/utils.py"", ""node_id"": ""function:django/contrib/admin/utils.py::display_for_field"", ""repository"": ""django/django"", ""score"": 8.629194979889778, ""side_effect_risk"": 0.7000000000000001, ""symbol"": ""display_for_field""}, {""confidence"": 0.5175295773276694, ""contract"": ""DATA_CONTRACT"", ""covered_obligations"": [""failing_test:0:test_callable_default_hidden_widget_value_not_overridden (forms_tests.tests.tests.ModelFormCallableModelDefault)""], ""estimated_cost"": 1.6931471805599454, ""evidence_refs"": [""evidence:import:d7cb9d52ef08942c"", ""evidence:source:765ac6d465f45346""], ""file_path"": ""django/db/models/fields/related_descriptors.py"", ""node_id"": ""class:django/db/models/fields/related_descriptors.py::ForwardOneToOneDescriptor"", ""repository"": ""django/django"", ""score"": 5.830685281944006, ""side_effect_risk"": 0.05, ""symbol"": ""ForwardOneToOneDescriptor""}, {""confidence"": 0.515078058516039, ""contract"": ""DATA_CONTRACT"", ""covered_obligations"": [""failing_test:0:test_callable_default_hidden_widget_value_not_overridden (forms_tests.tests.tests.ModelFormCallableModelDefault)""], ""estimated_cost"": 2.0986122886681096, ""evidence_refs"": [""evidence:import:504d48bc96b82c85"", ""evidence:source:ce2708f7c6fb5502""], ""file_path"": ""django/forms/boundfield.py"", ""node_id"": ""class:django/forms/boundfield.py::BoundField"", ""repository"": ""django/django"", ""score"": 5.790138771133189, ""side_effect_risk"": 0.1, ""symbol"": ""BoundField""}]","[""function:django/contrib/admin/utils.py::display_for_field""]","[[""function:django/contrib/admin/utils.py::display_for_field""]]",1.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,2,"[""django/forms/boundfield.py""]",independent-ast-diff-gold-v2,"[""syntax_error:tests/test_runner_apps/tagged/tests_syntax_error.py:11""]"
django__django-16229,django/django,04b15022e8d1f49af69d8a1e6cd678f31f1280ff,held_out,BUG_REPRODUCED_WITH_TRACE,O_ROUTE,0d6b079c6a42e67e72d509877acb5480bceed1416e8e82a4b64f3458ab0bd986,INSUFFICIENT_EVIDENCE,3,"[{""confidence"": 0.6599454974108965, ""contract"": ""SERIALIZATION"", ""covered_obligations"": [""failing_test:0:test_callable_default_hidden_widget_value_not_overridden (forms_tests.tests.tests.ModelFormCallableModelDefault)""], ""estimated_cost"": 3.70805020110221, ""evidence_refs"": [""evidence:import:33855a722136709c"", ""evidence:import:c23de75ee793b984"", ""evidence:import:e165b8b84a7da832"", ""evidence:source:130164934d8199f0""], ""file_path"": ""django/contrib/admin/utils.py"", ""node_id"": ""function:django/contrib/admin/utils.py::display_for_field"", ""repository"": ""django/django"", ""score"": 8.629194979889778, ""side_effect_risk"": 0.7000000000000001, ""symbol"": ""display_for_field""}, {""confidence"": 0.5175295773276694, ""contract"": ""DATA_CONTRACT"", ""covered_obligations"": [""failing_test:0:test_callable_default_hidden_widget_value_not_overridden (forms_tests.tests.tests.ModelFormCallableModelDefault)""], ""estimated_cost"": 1.6931471805599454, ""evidence_refs"": [""evidence:import:d7cb9d52ef08942c"", ""evidence:source:765ac6d465f45346""], ""file_path"": ""django/db/models/fields/related_descriptors.py"", ""node_id"": ""class:django/db/models/fields/related_descriptors.py::ForwardOneToOneDescriptor"", ""repository"": ""django/django"", ""score"": 5.830685281944006, ""side_effect_risk"": 0.05, ""symbol"": ""ForwardOneToOneDescriptor""}, {""confidence"": 0.515078058516039, ""contract"": ""DATA_CONTRACT"", ""covered_obligations"": [""failing_test:0:test_callable_default_hidden_widget_value_not_overridden (forms_tests.tests.tests.ModelFormCallableModelDefault)""], ""estimated_cost"": 2.0986122886681096, ""evidence_refs"": [""evidence:import:504d48bc96b82c85"", ""evidence:source:ce2708f7c6fb5502""], ""file_path"": ""django/forms/boundfield.py"", ""node_id"": ""class:django/forms/boundfield.py::BoundField"", ""repository"": ""django/django"", ""score"": 5.790138771133189, ""side_effect_risk"": 0.1, ""symbol"": ""BoundField""}]",[],[],0.0,0.0,1.0,0.3333333333333333,0.0,1.0,0.0,2,"[""django/forms/boundfield.py""]",independent-ast-diff-gold-v2,"[""syntax_error:tests/test_runner_apps/tagged/tests_syntax_error.py:11"", ""contract_family_not_supported_by_evidence""]"
matplotlib__matplotlib-23913,matplotlib/matplotlib,5c4595267ccd3daf78f5fd05693b7ecbcd575c1e,held_out,BUG_REPRODUCED_WITH_TRACE,B_GREEDY,de35779e8f847f1c9175726ae12fed38c05b07cd09ee7976b4e6178151dcc080,DIAGNOSED,3,"[{""confidence"": 0.7689458098630444, ""contract"": ""SERIALIZATION"", ""covered_obligations"": [""failing_test:0:lib/matplotlib/tests/test_legend.py::test_legend_draggable[True]"", ""failing_test:1:lib/matplotlib/tests/test_legend.py::test_legend_draggable[False]""], ""estimated_cost"": 2.791759469228055, ""evidence_refs"": [""evidence:call:d1b6f680b3828f9f"", ""evidence:source:7ce5381f66e673e8""], ""file_path"": ""lib/matplotlib/font_manager.py"", ""node_id"": ""function:lib/matplotlib/font_manager.py::json_dump"", ""repository"": ""matplotlib/matplotlib"", ""score"": 11.720824053077195, ""side_effect_risk"": 0.25, ""symbol"": ""json_dump""}, {""confidence"": 0.7417521923422472, ""contract"": ""SERIALIZATION"", ""covered_obligations"": [""failing_test:0:lib/matplotlib/tests/test_legend.py::test_legend_draggable[True]"", ""failing_test:1:lib/matplotlib/tests/test_legend.py::test_legend_draggable[False]""], ""estimated_cost"": 1.6931471805599454, ""evidence_refs"": [""evidence:reads:353c841e945c6cb6""], ""file_path"": ""lib/matplotlib/__init__.py"", ""node_id"": ""serialized_artifact:lib/matplotlib/__init__.py::fname"", ""repository"": ""matplotlib/matplotlib"", ""score"": 10.830685281944005, ""side_effect_risk"": 0.05, ""symbol"": ""fname""}, {""confidence"": 0.7073668962447182, ""contract"": ""ARTIFACT_PROVENANCE"", ""covered_obligations"": [""failing_test:0:lib/matplotlib/tests/test_legend.py::test_legend_draggable[True]"", ""failing_test:1:lib/matplotlib/tests/test_legend.py::test_legend_draggable[False]""], ""estimated_cost"": 1.6931471805599454, ""evidence_refs"": [""evidence:call:51709bb85de9e69b"", ""evidence:source:b6ed03b15e16a02c""], ""file_path"": ""lib/matplotlib/__init__.py"", ""node_id"": ""function:lib/matplotlib/__init__.py::_open_file_or_url"", ""repository"": ""matplotlib/matplotlib"", ""score"": 9.830685281944005, ""side_effect_risk"": 0.05, ""symbol"": ""_open_file_or_url""}]","[""function:lib/matplotlib/font_manager.py::json_dump""]","[[""function:lib/matplotlib/font_manager.py::json_dump""]]",1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,"[""lib/matplotlib/legend.py""]",independent-ast-diff-gold-v2,[]
matplotlib__matplotlib-23913,matplotlib/matplotlib,5c4595267ccd3daf78f5fd05693b7ecbcd575c1e,held_out,BUG_REPRODUCED_WITH_TRACE,O_ROUTE,de35779e8f847f1c9175726ae12fed38c05b07cd09ee7976b4e6178151dcc080,INSUFFICIENT_EVIDENCE,3,"[{""confidence"": 0.7689458098630444, ""contract"": ""SERIALIZATION"", ""covered_obligations"": [""failing_test:0:lib/matplotlib/tests/test_legend.py::test_legend_draggable[True]"", ""failing_test:1:lib/matplotlib/tests/test_legend.py::test_legend_draggable[False]""], ""estimated_cost"": 2.791759469228055, ""evidence_refs"": [""evidence:call:d1b6f680b3828f9f"", ""evidence:source:7ce5381f66e673e8""], ""file_path"": ""lib/matplotlib/font_manager.py"", ""node_id"": ""function:lib/matplotlib/font_manager.py::json_dump"", ""repository"": ""matplotlib/matplotlib"", ""score"": 11.720824053077195, ""side_effect_risk"": 0.25, ""symbol"": ""json_dump""}, {""confidence"": 0.7417521923422472, ""contract"": ""SERIALIZATION"", ""covered_obligations"": [""failing_test:0:lib/matplotlib/tests/test_legend.py::test_legend_draggable[True]"", ""failing_test:1:lib/matplotlib/tests/test_legend.py::test_legend_draggable[False]""], ""estimated_cost"": 1.6931471805599454, ""evidence_refs"": [""evidence:reads:353c841e945c6cb6""], ""file_path"": ""lib/matplotlib/__init__.py"", ""node_id"": ""serialized_artifact:lib/matplotlib/__init__.py::fname"", ""repository"": ""matplotlib/matplotlib"", ""score"": 10.830685281944005, ""side_effect_risk"": 0.05, ""symbol"": ""fname""}, {""confidence"": 0.7073668962447182, ""contract"": ""ARTIFACT_PROVENANCE"", ""covered_obligations"": [""failing_test:0:lib/matplotlib/tests/test_legend.py::test_legend_draggable[True]"", ""failing_test:1:lib/matplotlib/tests/test_legend.py::test_legend_draggable[False]""], ""estimated_cost"": 1.6931471805599454, ""evidence_refs"": [""evidence:call:51709bb85de9e69b"", ""evidence:source:b6ed03b15e16a02c""], ""file_path"": ""lib/matplotlib/__init__.py"", ""node_id"": ""function:lib/matplotlib/__init__.py::_open_file_or_url"", ""repository"": ""matplotlib/matplotlib"", ""score"": 9.830685281944005, ""side_effect_risk"": 0.05, ""symbol"": ""_open_file_or_url""}]",[],[],0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,"[""lib/matplotlib/legend.py""]",independent-ast-diff-gold-v2,"[""contract_family_not_supported_by_evidence""]"
